warscroll_id|keyword|is_faction_keyword|parameter|
000000037|DESTRUCTION|true||
000000037|GLOOMSPITE GITZ|true||
000000037|TROGGOTH|true||
000000037|INFANTRY|false||
000000038|DESTRUCTION|true||
000000038|GLOOMSPITE GITZ|true||
000000038|MOONCLAN|true||
000000038|INFANTRY|false||
000000039|DESTRUCTION|true||
000000039|GLOOMSPITE GITZ|true||
000000039|TROGGOTH|true||
000000039|INFANTRY|false||
000000039|WARD|false|5+|
000000040|DESTRUCTION|true||
000000040|GLOOMSPITE GITZ|true||
000000040|MOONCLAN|true||
000000040|INFANTRY|false||
000000040|WARD|false|5+|
000000041|DESTRUCTION|true||
000000041|GLOOMSPITE GITZ|true||
000000041|SPIDERFANG|true||
000000041|CAVALRY|false||
000000041|CHAMPION|false||
000000041|MUSICIAN|false|1/5|
000000041|STANDARD BEARER|false|1/5|
000000042|DESTRUCTION|true||
000000042|GLOOMSPITE GITZ|true||
000000042|MOONCLAN|true||
000000042|INFANTRY|false||
000000043|DESTRUCTION|true||
000000043|GLOOMSPITE GITZ|true||
000000043|MOONCLAN|true||
000000043|SQUIG|true||
000000043|BEAST|false||
000000044|DESTRUCTION|true||
000000044|GLOOMSPITE GITZ|true||
000000044|MOONCLAN|true||
000000044|SQUIG|true||
000000044|CAVALRY|false||
000000044|CHAMPION|false||
000000044|FLY|false||
000000046|DESTRUCTION|true||
000000046|GLOOMSPITE GITZ|true||
000000046|MOONCLAN|true||
000000046|INFANTRY|false||
000000046|WIZARD|false|1|
000000055|DESTRUCTION|true||
000000055|GLOOMSPITE GITZ|true||
000000055|ENDLESS SPELL|false||
000000055|FLY|false||
000000055|MANIFESTATION|false||
000000055|WARD|false|6+|
000000056|DESTRUCTION|true||
000000056|GLOOMSPITE GITZ|true||
000000056|ENDLESS SPELL|false||
000000056|MANIFESTATION|false||
000000056|WARD|false|6+|
000000057|DESTRUCTION|true||
000000057|GLOOMSPITE GITZ|true||
000000057|ENDLESS SPELL|false||
000000057|MANIFESTATION|false||
000000057|WARD|false|6+|
000000058|DESTRUCTION|true||
000000058|GLOOMSPITE GITZ|true||
000000058|ENDLESS SPELL|false||
000000058|MANIFESTATION|false||
000000058|WARD|false|6+|
000000059|DESTRUCTION|true||
000000059|GLOOMSPITE GITZ|true||
000000059|FACTION TERRAIN|false||
000000060|ORDER|true||
000000060|STORMCAST ETERNALS|true||
000000060|SACROSANCT CHAMBER|false||
000000060|WAR MACHINE|false||
000000061|ORDER|true||
000000061|STORMCAST ETERNALS|true||
000000061|WARRIOR CHAMBER|true||
000000061|CHAMPION|false||
000000061|INFANTRY|false||
000000062|ORDER|true||
000000062|STORMCAST ETERNALS|true||
000000062|CAVALRY|false||
000000062|HERO|false||
000000062|SACROSANCT CHAMBER|false||
000000062|UNIQUE|false||
000000062|WIZARD|false|1|
000000063|ORDER|true||
000000063|STORMCAST ETERNALS|true||
000000063|FLY|false||
000000063|HERO|false||
000000063|MONSTER|false||
000000063|SACROSANCT CHAMBER|false||
000000063|UNIQUE|false||
000000063|WIZARD|false|2|
000000064|ORDER|true||
000000064|STORMCAST ETERNALS|true||
000000064|FLY|false||
000000064|HERO|false||
000000064|INFANTRY|false||
000000064|UNIQUE|false||
000000064|WARD|false|5+|
000000064|WARMASTER|false||
000000065|ORDER|true||
000000065|STORMCAST ETERNALS|true||
000000065|WARRIOR CHAMBER|true||
000000065|HERO|false||
000000065|INFANTRY|false||
000000065|UNIQUE|false||
000000066|ORDER|true||
000000066|RUINATION CHAMBER|true||
000000066|STORMCAST ETERNALS|true||
000000066|FLY|false||
000000066|HERO|false||
000000066|INFANTRY|false||
000000067|ORDER|true||
000000067|STORMCAST ETERNALS|true||
000000067|WARRIOR CHAMBER|true||
000000067|HERO|false||
000000067|INFANTRY|false||
000000068|ORDER|true||
000000068|STORMCAST ETERNALS|true||
000000068|HERO|false||
000000068|INFANTRY|false||
000000068|SACROSANCT CHAMBER|false||
000000068|WIZARD|false|1|
000000069|ORDER|true||
000000069|STORMCAST ETERNALS|true||
000000069|WARRIOR CHAMBER|true||
000000069|HERO|false||
000000069|INFANTRY|false||
000000070|ORDER|true||
000000070|STORMCAST ETERNALS|true||
000000070|WARRIOR CHAMBER|true||
000000070|FLY|false||
000000070|HERO|false||
000000070|INFANTRY|false||
000000071|ORDER|true||
000000071|STORMCAST ETERNALS|true||
000000071|WARRIOR CHAMBER|true||
000000071|HERO|false||
000000071|INFANTRY|false||
000000072|ORDER|true||
000000072|STORMCAST ETERNALS|true||
000000072|VANGUARD CHAMBER|true||
000000072|HERO|false||
000000072|INFANTRY|false||
000000073|ORDER|true||
000000073|STORMCAST ETERNALS|true||
000000073|VANGUARD CHAMBER|true||
000000073|CAVALRY|false||
000000073|HERO|false||
000000074|ORDER|true||
000000074|STORMCAST ETERNALS|true||
000000074|HERO|false||
000000074|INFANTRY|false||
000000074|SACROSANCT CHAMBER|false||
000000074|WIZARD|false|1|
000000075|ORDER|true||
000000075|STORMCAST ETERNALS|true||
000000075|FLY|false||
000000075|HERO|false||
000000075|MONSTER|false||
000000075|SACROSANCT CHAMBER|false||
000000075|WIZARD|false|1|
000000076|ORDER|true||
000000076|STORMCAST ETERNALS|true||
000000076|CAVALRY|false||
000000076|HERO|false||
000000076|SACROSANCT CHAMBER|false||
000000076|WIZARD|false|1|
000000077|ORDER|true||
000000077|STORMCAST ETERNALS|true||
000000077|CAVALRY|false||
000000077|HERO|false||
000000077|SACROSANCT CHAMBER|false||
000000077|WIZARD|false|1|
000000078|ORDER|true||
000000078|STORMCAST ETERNALS|true||
000000078|WARRIOR CHAMBER|true||
000000078|HERO|false||
000000078|INFANTRY|false||
000000079|ORDER|true||
000000079|STORMCAST ETERNALS|true||
000000079|WARRIOR CHAMBER|true||
000000079|HERO|false||
000000079|INFANTRY|false||
000000080|EXTREMIS CHAMBER|true||
000000080|ORDER|true||
000000080|STORMCAST ETERNALS|true||
000000080|CAVALRY|false||
000000080|HERO|false||
000000081|ORDER|true||
000000081|STORMCAST ETERNALS|true||
000000081|HERO|false||
000000081|INFANTRY|false||
000000081|SACROSANCT CHAMBER|false||
000000081|WIZARD|false|1|
000000082|ORDER|true||
000000082|STORMCAST ETERNALS|true||
000000082|HERO|false||
000000082|INFANTRY|false||
000000082|SACROSANCT CHAMBER|false||
000000083|ORDER|true||
000000083|STORMCAST ETERNALS|true||
000000083|WARRIOR CHAMBER|true||
000000083|HERO|false||
000000083|INFANTRY|false||
000000083|PRIEST|false|1|
000000084|ORDER|true||
000000084|RUINATION CHAMBER|true||
000000084|STORMCAST ETERNALS|true||
000000084|HERO|false||
000000084|INFANTRY|false||
000000084|PRIEST|false|1|
000000085|ORDER|true||
000000085|STORMCAST ETERNALS|true||
000000085|THE BLACKTALONS|true||
000000085|VANGUARD CHAMBER|true||
000000085|HERO|false||
000000085|INFANTRY|false||
000000085|UNIQUE|false||
000000086|ORDER|true||
000000086|STORMCAST ETERNALS|true||
000000086|WARRIOR CHAMBER|true||
000000086|CAVALRY|false||
000000086|HERO|false||
000000086|UNIQUE|false||
000000087|EXTREMIS CHAMBER|true||
000000087|ORDER|true||
000000087|STORMCAST ETERNALS|true||
000000087|FLY|false||
000000087|HERO|false||
000000087|MONSTER|false||
000000088|EXTREMIS CHAMBER|true||
000000088|ORDER|true||
000000088|STORMCAST ETERNALS|true||
000000088|FLY|false||
000000088|HERO|false||
000000088|MONSTER|false||
000000111|ORDER|true||
000000111|STORMCAST ETERNALS|true||
000000111|ENDLESS SPELL|false||
000000111|FLY|false||
000000111|MANIFESTATION|false||
000000111|WARD|false|6+|
000000112|ORDER|true||
000000112|STORMCAST ETERNALS|true||
000000112|ENDLESS SPELL|false||
000000112|FLY|false||
000000112|MANIFESTATION|false||
000000113|ORDER|true||
000000113|STORMCAST ETERNALS|true||
000000113|ENDLESS SPELL|false||
000000113|MANIFESTATION|false||
000000113|WARD|false|6+|
000000114|ORDER|true||
000000114|STORMCAST ETERNALS|true||
000000114|VANGUARD CHAMBER|true||
000000114|BEAST|false||
000000114|FLY|false||
000000115|ORDER|true||
000000115|STORMCAST ETERNALS|true||
000000115|CHAMPION|false||
000000115|INFANTRY|false||
000000115|SACROSANCT CHAMBER|false||
000000117|ORDER|true||
000000117|STORMCAST ETERNALS|true||
000000117|WARRIOR CHAMBER|true||
000000117|CHAMPION|false||
000000117|INFANTRY|false||
000000119|ORDER|true||
000000119|STORMCAST ETERNALS|true||
000000119|CHAMPION|false||
000000119|INFANTRY|false||
000000119|SACROSANCT CHAMBER|false||
000000120|ORDER|true||
000000120|STORMCAST ETERNALS|true||
000000120|CAVALRY|false||
000000120|CHAMPION|false||
000000120|SACROSANCT CHAMBER|false||
000000121|ORDER|true||
000000121|STORMCAST ETERNALS|true||
000000121|VANGUARD CHAMBER|true||
000000121|CHAMPION|false||
000000121|INFANTRY|false||
000000121|UNIQUE|false||
000000123|ORDER|true||
000000123|STORMCAST ETERNALS|true||
000000123|BEAST|false||
000000123|CHAMPION|false||
000000124|ORDER|true||
000000124|STORMCAST ETERNALS|true||
000000124|WARRIOR CHAMBER|true||
000000124|CHAMPION|false||
000000124|INFANTRY|false||
000000126|ORDER|true||
000000126|STORMCAST ETERNALS|true||
000000126|WARRIOR CHAMBER|true||
000000126|CHAMPION|false||
000000126|INFANTRY|false||
000000127|ORDER|true||
000000127|STORMCAST ETERNALS|true||
000000127|WARRIOR CHAMBER|true||
000000127|CHAMPION|false||
000000127|INFANTRY|false||
000000128|ORDER|true||
000000128|STORMCAST ETERNALS|true||
000000128|CHAMPION|false||
000000128|INFANTRY|false||
000000128|SACROSANCT CHAMBER|false||
000000129|ORDER|true||
000000129|STORMCAST ETERNALS|true||
000000129|WARRIOR CHAMBER|true||
000000129|CHAMPION|false||
000000129|INFANTRY|false||
000000129|UNIQUE|false||
000000131|ORDER|true||
000000131|STORMCAST ETERNALS|true||
000000131|VANGUARD CHAMBER|true||
000000131|CHAMPION|false||
000000131|INFANTRY|false||
000000133|ORDER|true||
000000133|STORMCAST ETERNALS|true||
000000133|VANGUARD CHAMBER|true||
000000133|CHAMPION|false||
000000133|INFANTRY|false||
000000134|ORDER|true||
000000134|STORMCAST ETERNALS|true||
000000134|VANGUARD CHAMBER|true||
000000134|CHAMPION|false||
000000134|INFANTRY|false||
000000135|BLADES OF KHORNE|true||
000000135|CHAOS|true||
000000135|DAEMON|true||
000000135|WAR MACHINE|false||
000000135|WARD|false|6+|
000000136|BLADES OF KHORNE|true||
000000136|CHAOS|true||
000000136|DAEMON|true||
000000136|CHAMPION|false||
000000136|INFANTRY|false||
000000136|MUSICIAN|false|1/10|
000000136|STANDARD BEARER|false|1/10|
000000136|WARD|false|6+|
000000137|BLADES OF KHORNE|true||
000000137|BLOODBOUND|true||
000000137|CHAOS|true||
000000137|CHAMPION|false||
000000137|INFANTRY|false||
000000137|MUSICIAN|false|1/10|
000000137|STANDARD BEARER|false|1/10|
000000138|BLADES OF KHORNE|true||
000000138|BLOODBOUND|true||
000000138|CHAOS|true||
000000138|CHAMPION|false||
000000138|INFANTRY|false||
000000138|STANDARD BEARER|false|1/10|
000000140|BLADES OF KHORNE|true||
000000140|CHAOS|true||
000000140|DAEMON|true||
000000140|HERO|false||
000000140|INFANTRY|false||
000000140|PRIEST|false|1|
000000140|WARD|false|6+|
000000141|BLADES OF KHORNE|true||
000000141|BLOODBOUND|true||
000000141|CHAOS|true||
000000141|HERO|false||
000000141|INFANTRY|false||
000000142|BLADES OF KHORNE|true||
000000142|BLOODBOUND|true||
000000142|CHAOS|true||
000000142|HERO|false||
000000142|INFANTRY|false||
000000144|BLADES OF KHORNE|true||
000000144|CHAOS|true||
000000144|DAEMON|true||
000000144|HERO|false||
000000144|PRIEST|false|1|
000000144|WAR MACHINE|false||
000000144|WARD|false|6+|
000000146|BLADES OF KHORNE|true||
000000146|BLOODBOUND|true||
000000146|CHAOS|true||
000000146|CAVALRY|false||
000000146|HERO|false||
000000147|BLADES OF KHORNE|true||
000000147|BLOODBOUND|true||
000000147|CHAOS|true||
000000147|HERO|false||
000000147|INFANTRY|false||
000000148|BLADES OF KHORNE|true||
000000148|BLOODBOUND|true||
000000148|CHAOS|true||
000000148|BEAST|false||
000000148|HERO|false||
000000148|UNIQUE|false||
000000149|BLADES OF KHORNE|true||
000000149|BLOODBOUND|true||
000000149|CHAOS|true||
000000149|HERO|false||
000000149|INFANTRY|false||
000000149|UNIQUE|false||
000000150|BLADES OF KHORNE|true||
000000150|BLOODBOUND|true||
000000150|CHAOS|true||
000000150|HERO|false||
000000150|INFANTRY|false||
000000151|BLADES OF KHORNE|true||
000000151|CHAOS|true||
000000151|DAEMON|true||
000000151|CAVALRY|false||
000000151|HERO|false||
000000151|WARD|false|6+|
000000152|BLADES OF KHORNE|true||
000000152|CHAOS|true||
000000152|DAEMON|true||
000000152|HERO|false||
000000152|INFANTRY|false||
000000152|UNIQUE|false||
000000152|WARD|false|5+|
000000153|BLADES OF KHORNE|true||
000000153|BLOODBOUND|true||
000000153|CHAOS|true||
000000153|HERO|false||
000000153|INFANTRY|false||
000000153|PRIEST|false|1|
000000154|BLADES OF KHORNE|true||
000000154|BLOODBOUND|true||
000000154|CHAOS|true||
000000154|FLY|false||
000000154|HERO|false||
000000154|INFANTRY|false||
000000154|UNIQUE|false||
000000154|WARD|false|6+|
000000155|BLADES OF KHORNE|true||
000000155|CHAOS|true||
000000155|DAEMON|true||
000000155|FLY|false||
000000155|HERO|false||
000000155|MONSTER|false||
000000155|WARD|false|5+|
000000156|BLADES OF KHORNE|true||
000000156|CHAOS|true||
000000156|DAEMON|true||
000000156|FLY|false||
000000156|HERO|false||
000000156|MONSTER|false||
000000156|WARD|false|5+|
000000157|BLADES OF KHORNE|true||
000000157|CHAOS|true||
000000157|DAEMON|true||
000000157|HERO|false||
000000157|MONSTER|false||
000000157|UNIQUE|false||
000000157|WARD|false|5+|
000000158|BLADES OF KHORNE|true||
000000158|CHAOS|true||
000000158|DAEMON|true||
000000158|FLY|false||
000000158|HERO|false||
000000158|MONSTER|false||
000000158|WARD|false|5+|
000000178|BLADES OF KHORNE|true||
000000178|CHAOS|true||
000000178|FLY|false||
000000178|INVOCATION|false||
000000178|MANIFESTATION|false||
000000178|WARD|false|6+|
000000179|BLADES OF KHORNE|true||
000000179|CHAOS|true||
000000179|FLY|false||
000000179|INVOCATION|false||
000000179|MANIFESTATION|false||
000000179|WARD|false|6+|
000000180|BLADES OF KHORNE|true||
000000180|CHAOS|true||
000000180|FLY|false||
000000180|INVOCATION|false||
000000180|MANIFESTATION|false||
000000180|WARD|false|6+|
000000181|BLADES OF KHORNE|true||
000000181|CHAOS|true||
000000181|FACTION TERRAIN|false||
000000182|BLADES OF KHORNE|true||
000000182|CHAOS|true||
000000182|DAEMON|true||
000000182|BEAST|false||
000000182|HERO|false||
000000182|UNIQUE|false||
000000182|WARD|false|6+|
000000183|BLADES OF KHORNE|true||
000000183|CHAOS|true||
000000183|DAEMON|true||
000000183|CAVALRY|false||
000000183|CHAMPION|false||
000000183|MUSICIAN|false|1/3|
000000183|STANDARD BEARER|false|1/3|
000000183|WARD|false|6+|
000000184|BLADES OF KHORNE|true||
000000184|CHAOS|true||
000000184|DAEMON|true||
000000184|BEAST|false||
000000184|CHAMPION|false|1/5|
000000184|WARD|false|6+|
000000185|BLADES OF KHORNE|true||
000000185|BLOODBOUND|true||
000000185|CHAOS|true||
000000185|MONSTER|false||
000000186|BLADES OF KHORNE|true||
000000186|BLOODBOUND|true||
000000186|CHAOS|true||
000000186|CAVALRY|false||
000000186|CHAMPION|false||
000000186|MUSICIAN|false|1/3|
000000186|STANDARD BEARER|false|1/3|
000000187|BLADES OF KHORNE|true||
000000187|BLOODBOUND|true||
000000187|CHAOS|true||
000000187|CHAMPION|false||
000000187|INFANTRY|false||
000000187|STANDARD BEARER|false|1/5|
000000188|BLADES OF KHORNE|true||
000000188|BLOODBOUND|true||
000000188|CHAOS|true||
000000188|CHAMPION|false||
000000188|INFANTRY|false||
000000189|BLADES OF KHORNE|true||
000000189|BLOODBOUND|true||
000000189|CHAOS|true||
000000189|CHAMPION|false||
000000189|INFANTRY|false||
000000189|UNIQUE|false||
000000191|BLADES OF KHORNE|true||
000000191|BLOODBOUND|true||
000000191|CHAOS|true||
000000191|CHAMPION|false||
000000191|INFANTRY|false||
000000191|UNIQUE|false||
000000192|DEATH|true||
000000192|NIGHTHAUNT|true||
000000192|CHAMPION|false||
000000192|FLY|false||
000000192|INFANTRY|false||
000000192|WARD|false|5+|
000000193|DEATH|true||
000000193|NIGHTHAUNT|true||
000000193|FLY|false||
000000193|HERO|false||
000000193|INFANTRY|false||
000000193|WARD|false|5+|
000000196|DEATH|true||
000000196|NIGHTHAUNT|true||
000000196|FLY|false||
000000196|HERO|false||
000000196|INFANTRY|false||
000000196|WARD|false|5+|
000000197|DEATH|true||
000000197|NIGHTHAUNT|true||
000000197|CAVALRY|false||
000000197|FLY|false||
000000197|HERO|false||
000000197|WARD|false|5+|
000000198|DEATH|true||
000000198|NIGHTHAUNT|true||
000000198|FLY|false||
000000198|HERO|false||
000000198|INFANTRY|false||
000000198|UNIQUE|false||
000000198|WARD|false|5+|
000000199|DEATH|true||
000000199|NIGHTHAUNT|true||
000000199|FLY|false||
000000199|HERO|false||
000000199|INFANTRY|false||
000000199|UNIQUE|false||
000000199|WARD|false|5+|
000000199|WARMASTER|false||
000000199|WIZARD|false|2|
000000200|DEATH|true||
000000200|NIGHTHAUNT|true||
000000200|FLY|false||
000000200|HERO|false||
000000200|INFANTRY|false||
000000200|WARD|false|5+|
000000201|DEATH|true||
000000201|NIGHTHAUNT|true||
000000201|CAVALRY|false||
000000201|FLY|false||
000000201|HERO|false||
000000201|UNIQUE|false||
000000201|WARD|false|5+|
000000201|WIZARD|false|1|
000000202|DEATH|true||
000000202|NIGHTHAUNT|true||
000000202|FLY|false||
000000202|HERO|false||
000000202|INFANTRY|false||
000000202|WARD|false|5+|
000000203|DEATH|true||
000000203|NIGHTHAUNT|true||
000000203|FLY|false||
000000203|HERO|false||
000000203|INFANTRY|false||
000000203|WARD|false|5+|
000000204|DEATH|true||
000000204|NIGHTHAUNT|true||
000000204|FLY|false||
000000204|WAR MACHINE|false||
000000204|WARD|false|5+|
000000205|DEATH|true||
000000205|NIGHTHAUNT|true||
000000205|FLY|false||
000000205|INFANTRY|false||
000000205|WARD|false|5+|
000000206|DEATH|true||
000000206|NIGHTHAUNT|true||
000000206|FLY|false||
000000206|INFANTRY|false||
000000206|WARD|false|5+|
000000207|DEATH|true||
000000207|NIGHTHAUNT|true||
000000207|CHAMPION|false||
000000207|FLY|false||
000000207|INFANTRY|false||
000000207|WARD|false|5+|
000000208|DEATH|true||
000000208|NIGHTHAUNT|true||
000000208|FLY|false||
000000208|INFANTRY|false||
000000208|MUSICIAN|false|1/4|
000000208|WARD|false|5+|
000000209|DEATH|true||
000000209|NIGHTHAUNT|true||
000000209|CHAMPION|false||
000000209|FLY|false||
000000209|INFANTRY|false||
000000209|WARD|false|5+|
000000210|DEATH|true||
000000210|NIGHTHAUNT|true||
000000210|CAVALRY|false||
000000210|CHAMPION|false||
000000210|FLY|false||
000000210|WARD|false|5+|
000000211|DEATH|true||
000000211|NIGHTHAUNT|true||
000000211|FLY|false||
000000211|INFANTRY|false||
000000211|WARD|false|5+|
000000212|DEATH|true||
000000212|NIGHTHAUNT|true||
000000212|FLY|false||
000000212|INFANTRY|false||
000000212|WARD|false|5+|
000000221|DEATH|true||
000000221|NIGHTHAUNT|true||
000000221|ENDLESS SPELL|false||
000000221|MANIFESTATION|false||
000000221|WARD|false|6+|
000000222|DEATH|true||
000000222|NIGHTHAUNT|true||
000000222|ENDLESS SPELL|false||
000000222|FLY|false||
000000222|MANIFESTATION|false||
000000222|WARD|false|6+|
000000223|DEATH|true||
000000223|NIGHTHAUNT|true||
000000223|ENDLESS SPELL|false||
000000223|MANIFESTATION|false||
000000223|WARD|false|6+|
000000226|DUARDIN|true||
000000226|FYRESLAYERS|true||
000000226|ORDER|true||
000000226|HERO|false||
000000226|INFANTRY|false||
000000226|WARD|false|6+|
000000226|WARMASTER|false||
000000227|DUARDIN|true||
000000227|FYRESLAYERS|true||
000000227|ORDER|true||
000000227|HERO|false||
000000227|INFANTRY|false||
000000227|PRIEST|false|2|
000000227|WARD|false|6+|
000000228|DUARDIN|true||
000000228|FYRESLAYERS|true||
000000228|ORDER|true||
000000228|HERO|false||
000000228|INFANTRY|false||
000000228|PRIEST|false|1|
000000228|WARD|false|6+|
000000229|DUARDIN|true||
000000229|FYRESLAYERS|true||
000000229|ORDER|true||
000000229|HERO|false||
000000229|INFANTRY|false||
000000229|WARD|false|6+|
000000230|DUARDIN|true||
000000230|FYRESLAYERS|true||
000000230|ORDER|true||
000000230|HERO|false||
000000230|INFANTRY|false||
000000230|WARD|false|6+|
000000232|DUARDIN|true||
000000232|FYRESLAYERS|true||
000000232|ORDER|true||
000000232|CHAMPION|false||
000000232|INFANTRY|false||
000000232|UNIQUE|false||
000000232|WARD|false|6+|
000000233|DUARDIN|true||
000000233|FYRESLAYERS|true||
000000233|MAGMADROTH|true||
000000233|ORDER|true||
000000233|HERO|false||
000000233|MONSTER|false||
000000233|WARD|false|6+|
000000233|WARMASTER|false||
000000234|DUARDIN|true||
000000234|FYRESLAYERS|true||
000000234|MAGMADROTH|true||
000000234|ORDER|true||
000000234|HERO|false||
000000234|MONSTER|false||
000000234|PRIEST|false|1|
000000234|WARD|false|6+|
000000235|DUARDIN|true||
000000235|FYRESLAYERS|true||
000000235|MAGMADROTH|true||
000000235|ORDER|true||
000000235|HERO|false||
000000235|MONSTER|false||
000000235|WARD|false|6+|
000000236|DUARDIN|true||
000000236|FYRESLAYERS|true||
000000236|ORDER|true||
000000236|CHAMPION|false||
000000236|INFANTRY|false||
000000236|WARD|false|6+|
000000237|DUARDIN|true||
000000237|FYRESLAYERS|true||
000000237|ORDER|true||
000000237|HERO|false||
000000237|INFANTRY|false||
000000237|WARD|false|6+|
000000238|DUARDIN|true||
000000238|FYRESLAYERS|true||
000000238|ORDER|true||
000000238|HERO|false||
000000238|INFANTRY|false||
000000238|WARD|false|6+|
000000244|FYRESLAYERS|true||
000000244|ORDER|true||
000000244|INVOCATION|false||
000000244|MANIFESTATION|false||
000000244|WARD|false|6+|
000000245|FYRESLAYERS|true||
000000245|ORDER|true||
000000245|INVOCATION|false||
000000245|MANIFESTATION|false||
000000245|WARD|false|6+|
000000246|FYRESLAYERS|true||
000000246|ORDER|true||
000000246|FLY|false||
000000246|INVOCATION|false||
000000246|MANIFESTATION|false||
000000246|WARD|false|6+|
000000247|FYRESLAYERS|true||
000000247|ORDER|true||
000000247|FACTION TERRAIN|false||
000000247|WARD|false|6+|
000000248|CHAOS|true||
000000248|PESTILENS|true||
000000248|SKAVEN|true||
000000248|WAR MACHINE|false||
000000249|CHAOS|true||
000000249|SKAVEN|true||
000000249|SKRYRE|true||
000000249|WAR MACHINE|false||
000000250|CHAOS|true||
000000250|SKAVEN|true||
000000250|SKRYRE|true||
000000250|CHAMPION|false||
000000250|INFANTRY|false||
000000251|CHAOS|true||
000000251|SKAVEN|true||
000000251|VERMINUS|true||
000000251|CHAMPION|false||
000000251|INFANTRY|false||
000000251|MUSICIAN|false|1/20|
000000251|STANDARD BEARER|false|1/20|
000000252|CHAOS|true||
000000252|SKAVEN|true||
000000252|SKRYRE|true||
000000252|WAR MACHINE|false||
000000253|CHAOS|true||
000000253|MOULDER|true||
000000253|SKAVEN|true||
000000253|MONSTER|false||
000000254|CHAOS|true||
000000254|SKAVEN|true||
000000254|SKRYRE|true||
000000254|HERO|false||
000000254|INFANTRY|false||
000000254|WIZARD|false|1|
000000255|CHAOS|true||
