faction_id|type_id|type_name|subtype_id|subtype_name|line|name|description|legend|ability_type|is_reaction|condition|keywords|ability_phase|points_type|points|
BoC|000000478|Spell Lore|000001928|Lore of the Twisted Wilds|2|VILETIDE|<b>Declare:</b> Pick a friendly <span class="tooltip00365" data-tooltip-content="#tooltip_content00365" data-tooltip-anchor="#tooltip_content00365"><span class="kwb">BEASTS</span> <span class="kwb2">OF</span> <span class="kwb">CHAOS</span> <span class="kwb">WIZARD</span></span> to cast this spell, pick a <a href="/aos4/the-rules/the-core-rules/#Visibility">visible</a> enemy unit within 12" of them to be the target, then make a <a href="/aos4/the-rules/the-core-rules/#Spells">casting roll</a> of 2D6.<br><br><b>Effect:</b> Inflict D3 <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> on the target. In addition, until the start of your next turn, the target cannot use <a href="/aos4/the-rules/the-core-rules/#Commands-2025-26">commands</a>.|A seemingly ceaseless wave of bile, gore and writhing insects crashes into the enemy.|Special|false|Your Hero Phase|Spell, Unlimited|Hero Phase|Spell|7|
BoC|000000478|Spell Lore|000001928|Lore of the Twisted Wilds|3|VICIOUS STRANGLETHORNS|<b>Declare:</b> Pick a friendly <span class="tooltip00365" data-tooltip-content="#tooltip_content00365" data-tooltip-anchor="#tooltip_content00365"><span class="kwb">BEASTS</span> <span class="kwb2">OF</span> <span class="kwb">CHAOS</span> <span class="kwb">WIZARD</span></span> to cast this spell, pick a <a href="/aos4/the-rules/the-core-rules/#Visibility">visible</a> enemy unit within 12" of them to be the target, then make a <a href="/aos4/the-rules/the-core-rules/#Spells">casting roll</a> of 2D6.<br><br><b>Effect:</b> Until the start of your next turn:<br><ul><li>Halve the target’s Move characteristic.</li><li>Subtract 1 from the number of dice rolled when making <a href="/aos4/the-rules/the-core-rules/#Charge-Phase">charge rolls</a> for the target, to a minimum of 1.</li></ul>|Twisting, thorn-covered vines erupt from the undergrowth to ensnare the foe.|Movement|false|Your Hero Phase|Spell|Hero Phase|Spell|8|
BoC|000000478|Spell Lore|000001928|Lore of the Twisted Wilds|4|DEVOLVE|<b>Declare:</b> Pick a friendly <span class="tooltip00365" data-tooltip-content="#tooltip_content00365" data-tooltip-anchor="#tooltip_content00365"><span class="kwb">BEASTS</span> <span class="kwb2">OF</span> <span class="kwb">CHAOS</span> <span class="kwb">WIZARD</span></span> to cast this spell, pick a <a href="/aos4/the-rules/the-core-rules/#Visibility">visible</a> enemy non-<span class="kwb">HERO</span> unit within 12" of them to be the target, then make a <a href="/aos4/the-rules/the-core-rules/#Spells">casting roll</a> of 2D6.<br><br><b>Effect:</b> Until the start of your next turn:<br><ul><li>The target unit has a maximum <a href="/aos4/the-rules/the-core-rules/#Objective-Control">control score</a> of 1.</li><li>The target cannot use <a href="/aos4/the-rules/the-core-rules/#Commands-2025-26">commands</a>.</li><li>Each time the target moves, if the caster is on the battlefield, the target must end that move no further from the caster than it was at the start of the move.</li></ul>|Delving into the minds of their enemies, the shaman magnifies the savage and animalistic parts of their foes’ psyches until they are little more than growling beasts.|Special|false|Your Hero Phase|Spell|Hero Phase|Spell|7|
BoK|000000850|Artefacts of Power|000002889|Murderous Artefacts|2|COLLAR OF CONTEMPT|<b>Effect:</b> This unit can use <span class="kwb">UNBIND</span> abilities as if it had <a href="/aos4/the-rules/the-core-rules/#Power-Level">WIZARD (1)</a>. Each time this unit successfully <a href="/aos4/the-rules/the-core-rules/#Unbinding-Spells">unbinds a spell</a>, inflict D3 <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> on the caster.|This thrice-damned brass collar is the bane of magical power.|Special|false|Passive||Hero Phase|||
BoK|000000850|Artefacts of Power|000002889|Murderous Artefacts|3|BUTCHER’S BLADE|<b>Declare:</b> Pick each enemy unit that had any damage points allocated to it this turn by this unit’s <a href="">combat attacks</a> to be the targets.<br><br><b>Effect:</b> Roll a D3 for each target. On a 2+, inflict an amount of <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> on the target equal to the roll.|One cut from this blade can see a target brutally exsanguinated.|Offensive|false|End of Your Turn||End of Turn|||
BoK|000000850|Artefacts of Power|000002889|Murderous Artefacts|4|AR’GATH, THE KING OF BLADES|<b>Effect:</b> <a href="/aos4/the-rules/the-core-rules/#Ward-Saves">Ward rolls</a> cannot be made for enemy <span class="kwb">HEROES</span> while they are <a href="/aos4/the-rules/the-core-rules/#Combat-Range">in combat</a> with this unit.|This daemonic blade hungers for the flesh of champions and will not be denied by trickery or magic.|Offensive|false|Passive||Combat Phase|||
BoK|000000846|Battle Formations|000002701|Tournament of Skulls|2|BLOODY COMPETITORS|<b>Declare:</b> Pick a friendly <span class="tooltip00060" data-tooltip-content="#tooltip_content00060" data-tooltip-anchor="#tooltip_content00060"><span class="kwnon">non-</span><span class="kwb">HERO</span> <span class="kwb">BLOODBOUND</span></span> unit and a friendly <span class="tooltip00366" data-tooltip-content="#tooltip_content00366" data-tooltip-anchor="#tooltip_content00366"><span class="kwnon">non-</span><span class="kwb">HERO</span> <span class="kwb">BLADES</span> <span class="kwb2">OF</span> <span class="kwb">KHORNE</span> <span class="kwb">DAEMON</span></span> unit to be the targets.<br><br><b>Effect:</b> Until the start of your next turn, while the targets are wholly within 12" of each other, add 1 to <a href="">wound rolls</a> for the targets’ <a href="">combat attacks</a>.|Where the mortal followers and daemons of Khorne fight next to one another, they compete to reap the most skulls in the name of their grim deity.|Offensive|false|Once Per Turn (Army), Your Hero Phase||Hero Phase|||
BoK|000000846|Battle Formations|000002702|The Goretide|2|TIDE OF SAVAGERY|<b>Declare:</b> Pick a friendly <span class="tooltip00064" data-tooltip-content="#tooltip_content00064" data-tooltip-anchor="#tooltip_content00064"><span class="kwb">BLOODBOUND</span> <span class="kwb">HERO</span></span> and up to 2 other friendly <span class="tooltip00059" data-tooltip-content="#tooltip_content00059" data-tooltip-anchor="#tooltip_content00059"><span class="kwb">BLOODBOUND</span></span> units that are wholly within 12" of that <span class="kwb">HERO</span> to be the targets.<br><br><b>Effect:</b> Add 2" to the targets’ Move characteristic for the rest of the turn.|Since Korghos Khul’s ascension to daemonhood, the Goretide are filled with renewed purpose, rushing into battle with ever greater vigour.|Movement|false|Once Per Turn (Army), Your Movement Phase||Movement Phase|||
BoK|000000846|Battle Formations|000002896|Murderhost|2|EAGER KILLERS|<b>Effect:</b> Each friendly <span class="tooltip00367" data-tooltip-content="#tooltip_content00367" data-tooltip-anchor="#tooltip_content00367"><span class="kwb">BLADES</span> <span class="kwb2">OF</span> <span class="kwb">KHORNE</span> <span class="kwb">DAEMON</span></span> unit that has used a <a href="/aos4/the-rules/the-core-rules/#Fight-Abilities"><span class="kwb">FIGHT</span> ability</a> this turn and is not <a href="/aos4/the-rules/the-core-rules/#Combat-Range">in combat</a> can move D6". It cannot end that move in combat.|Khorne's daemons care only for violence; any moment spent not slaying is a moment wasted.|Movement|false|End of Your Turn||End of Turn|||
BoK|000000846|Battle Formations|000002895|Bloodbound Warhorde|2|TIRELESS CONQUERORS|<b>Effect:</b> Add 1 to <a href="">hit rolls</a> for <a href="">combat attacks</a> made by friendly <span class="tooltip00059" data-tooltip-content="#tooltip_content00059" data-tooltip-anchor="#tooltip_content00059"><span class="kwb">BLOODBOUND</span></span> units that target an enemy unit that is <a href="/aos4/the-rules/the-core-rules/#Contesting-Objectives">contesting an objective</a> you do not control.|The Bloodbound surge across the battlefield with blades held high, salivating and baying as they rip the enemy from their strongholds.|Offensive|false|Passive||Combat Phase|||
BoK|000000846|Battle Formations|000002894|Brass Stampede|2|DRAWN TO CARNAGE|<b>Effect:</b> Add <span class="kwb">X</span> to <a href="/aos4/the-rules/the-core-rules/#Charge-Phase">charge rolls</a> for friendly <span class="kwb">BLADES</span> <span class="kwb2">OF</span> <span class="kwb">KHORNE</span> units, where <span class="kwb">X</span> is the number of friendly <span class="tooltip00061" data-tooltip-content="#tooltip_content00061" data-tooltip-anchor="#tooltip_content00061"><span class="kwb">BLADES</span> <span class="kwb2">OF</span> <span class="kwb">KHORNE</span> <span class="kwb">CAVALRY</span></span> or <span class="tooltip00368" data-tooltip-content="#tooltip_content00368" data-tooltip-anchor="#tooltip_content00368"><span class="kwb">MONSTER</span></span> units that have already <a href="">charged</a> this phase and that are wholly within 12" of the unit being rolled for.|Nothing can stop the thunderous onset of a Brass Stampede once it has begun to gain momentum.|Movement|false|Passive||Charge Phase|||
BoK|000000846|Battle Formations|000002893|Khornate Legion|2|BUTCHERS OF NATIONS|<b>Used By:</b> The unit using that <span class="kwb">FIGHT</span> ability.<br><br><b>Effect:</b> Pick a friendly <span class="tooltip00059" data-tooltip-content="#tooltip_content00059" data-tooltip-anchor="#tooltip_content00059"><span class="kwb">BLOODBOUND</span></span> unit that has not used a <a href="/aos4/the-rules/the-core-rules/#Fight-Abilities"><span class="kwb">FIGHT</span> ability</a> this turn and is wholly within 12" of the unit using this ability to be the target. The target can be picked to use a <span class="kwb">FIGHT</span> ability immediately after the <span class="kwb">FIGHT</span> ability used by this unit has been resolved.|When the daemonic hosts of Khorne join their Bloodbound followers in battle, they crush all before them in a storm of gore-splattered carnage.|Offensive|true|Once Per Turn (Army), Reaction: You declared a %000010870<ky>FIGHT</ky> ability% for a %000008070BLADES OF KHORNE DAEMON% unit||Combat Phase|||
BoK|000000851|Battle Traits|000002890|Battle Traits|2|BLOOD-DRENCHED|<b>Effect:</b> After that ability has been resolved, if you unlocked a <a href="/aos4/factions/blades-of-khorne/#Blood-Tithe-Abilities"><span class="kwb">BLOOD</span> <span class="kwb">TITHE</span></a> ability this turn, pick a friendly <span class="kwb">BLADES</span> <span class="kwb2">OF</span> <span class="kwb">KHORNE</span> unit to be the target. The following effects apply to the target for the rest of the battle:<br><br><b><i>Wild-eyed Brutality:</i></b> Ignore positive modifiers to <a href="">save rolls</a> for the target.<br><br><b><i>Blood Haze:</i></b> If the target is <span class="tooltip00059" data-tooltip-content="#tooltip_content00059" data-tooltip-anchor="#tooltip_content00059"><span class="kwb">BLOODBOUND</span></span>, its <b>Blood-hungry</b> weapons have <a href="">Crit (Mortal)</a>.<br><br><b><i>Weapons of Murder:</i></b> If the target is a <span class="tooltip00369" data-tooltip-content="#tooltip_content00369" data-tooltip-anchor="#tooltip_content00369"><span class="kwnon">non-</span><span|As blood gushes down blades, armour and teeth, the fervent warriors of the Blood God are driven into a divine frenzy.|Special|true|Once Per Turn, Reaction: You declared the ‘%000017049Skulls for the Skull Throne%’ ability||Start of Turn|||
BoK|000000851|Battle Traits|000002897|Battle Traits1|2|BLOOD FOR THE BLOOD GOD|<b>Effect:</b> Earn 1 blood tithe point each time a unit (friendly or enemy) is destroyed. Blood tithe points are spent to unlock <span class="kwb">BLOOD</span> <span class="kwb">TITHE</span> abilities. You can only use <span class="kwb">BLOOD</span> <span class="kwb">TITHE</span> abilities that are unlocked. Once a <span class="kwb">BLOOD</span> <span class="kwb">TITHE</span> ability is unlocked, you do not need to spend further blood tithe points to use it.|Khorne cares not from where the blood flows...|Special|false|Passive||Start of Turn|||
BoK|000000851|Battle Traits|000002898|Blood Tithe Abilities|2|MURDERLUST|You do not need to unlock this ability to use it. It is already unlocked.<br><br><b>Effect:</b> Roll a dice. You can replace one of the dice in the <a href="/aos4/the-rules/the-core-rules/#Charge-Phase">charge roll</a> with that value. If you do so, inflict D3 <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> on the unit using that <span class="kwb">CHARGE</span> ability after that ability is resolved.|When worthy opponents are near, the impulse to kill becomes all-consuming.|Movement|true|Once Per Turn (Army), Reaction: You declared a <ky>CHARGE</ky> ability|Blood Tithe|Charge Phase|Blood tithe|0|
BoK|000000851|Battle Traits|000002898|Blood Tithe Abilities|3|DIVINE SCORN|<b>Declare:</b> Pick up to 3 enemy <span class="kwb">WIZARDS</span> or <span class="kwb">PRIESTS</span> within 6" of any friendly <span class="kwb">BLADES</span> <span class="kwb2">OF</span> <span class="kwb">KHORNE</span> units to be the target(s).<br><br><b>Effect:</b> Roll a dice for each target. On a 3+, subtract 1 from the target’s power level, to a minimum of 0, until the start of the next turn.|The battlefield is Khorne's temple, and Khorne's alone.|Special|false|Once per Turn, Start of Any Turn|Blood Tithe|Start of Turn|Blood tithe|1|
BoK|000000851|Battle Traits|000002897|Battle Traits1|3|SKULLS FOR THE SKULL THRONE|<b>Effect:</b> Pick a <span class="kwb">BLOOD</span> <span class="kwb">TITHE</span> ability that you have not unlocked and spend the number of blood tithe points required to unlock that ability (shown in the top-right corner of the ability). That <span class="kwb">BLOOD</span> <span class="kwb">TITHE</span> ability is now unlocked for the rest of the battle.|...only that it flows.|Special|false|Once Per Turn (Army), Start of Any Turn||Start of Turn|||
BoK|000000851|Battle Traits|000002898|Blood Tithe Abilities|4|PUNISH THE PACIFIST|<b>Declare:</b> Each unit (friendly and enemy) and enemy <a href="/aos4/the-rules/the-core-rules/#Manifestations"><span class="kwb">MANIFESTATION</span></a> that is not <a href="/aos4/the-rules/the-core-rules/#Combat-Range">in combat</a> is a target.<br><br><b>Effect:</b> Roll a dice. On a 1-2, inflict 1 <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> on each target. On a 3+, inflict 1 mortal damage on each enemy target.|To shirk from combat is to sin against the War God.|Offensive|false|Once Per Turn (Army), Your Combat Phase|Blood Tithe|Combat Phase|Blood tithe|1|
BoK|000000851|Battle Traits|000002898|Blood Tithe Abilities|5|MURDER THE MYSTIC|You can only unlock this ability if you have unlock this ability if you have unlocked ‘Divine Scorn’.<br><br><b>Declare:</b> Pick up to 4 enemy <a href="/aos4/the-rules/the-core-rules/#Manifestations"><span class="kwb">MANIFESTATIONS</span></a> to be the target(s).<br><br><b>Effect:</b> Make a <a href=""><b>banishment roll</b></a> of 2D6 for each target. If the banishment roll equals or exceeds the banishment value listed on that <span class="kwb">MANIFESTATION</span>’s warscroll, inflict D3 <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> on each enemy unit within 3" of it and then it is <a href="/aos4/the-rules/the-core-rules/#Banishing-Manifestations"><b>banished</b></a> and removed from play.|Those who cower behind conjured spellcraft will be punished severely.|Special|false|Once Per Turn (Army), Your Hero Phase|Blood Tithe|Hero Phase|Blood tithe|2|
BoK|000000851|Battle Traits|000002898|Blood Tithe Abilities|6|GLORIOUS COMBAT OR NAUGHT|You can only unlock this ability if you have unlock this ability if you have unlocked ‘Divine Scorn’ or ‘Punish the Pacifist’.<br><br><b>Effect:</b> Subtract 1 from <a href="">hit rolls</a> for <a href="">shooting attacks</a> that target friendly <span class="kwb">BLADES</span> <span class="kwb2">OF</span> <span class="kwb">KHORNE</span> units.|The air boils, charring arrows and melting musket shot.|Defensive|false|Passive|Blood Tithe|Defensive reaction|Blood tithe|2|
BoK|000000851|Battle Traits|000002898|Blood Tithe Abilities|7|REVEL IN BATTLE|You can only unlock this ability if you have unlock this ability if you have unlocked ‘Punish the Pacifist’.<br><br><b>Effect:</b> Other than the <a href="">Companion</a> weapon ability, weapon abilities for <a href="">combat attacks</a> made by enemy units that <a href="">charged</a> this turn and that target a friendly <span class="kwb">BLADES</span> <span class="kwb2">OF</span> <span class="kwb">KHORNE</span> unit have no effect.|No tricks - no deceptions.|Defensive|false|Passive|Blood Tithe|Defensive reaction|Blood tithe|3|
BoK|000000851|Battle Traits|000002898|Blood Tithe Abilities|8|SLAUGHTER TRIUMPHANT|You can only unlock this ability if you have unlock this ability if you have unlocked ‘Murder the Mystic’ or ‘Glorious Combat or Naught’.<br><br><b>Effect:</b> Add 1 to the Attacks characteristic of weapons used by friendly <span class="kwb">BLADES</span> <span class="kwb2">OF</span> <span class="kwb">KHORNE</span> units that <a href="">charged</a> in the same turn.|Khorne's fury floods the field, burning out all thought but to slay.|Special|false|Passive|Blood Tithe|Combat Phase|Blood tithe|4|
BoK|000000851|Battle Traits|000002898|Blood Tithe Abilities|9|CLEAVE WIDE THE GRIN OF KHORNE|You can only unlock this ability if you have unlock this ability if you have unlocked already ‘Revel in Battle’ or ‘Glorious Combat or Naught’.<br><br><b>Effect:</b> Add 1 to <a href="">hit rolls</a> for <a href="">combat attacks</a> made by friendly <span class="kwb">BLADES</span> <span class="kwb2">OF</span> <span class="kwb">KHORNE</span> units.|Gore begets gore, and death begets death.|Special|false|Passive|Blood Tithe|Combat Phase|Blood tithe|4|
BoK|000001015|Bloodbound Gore Pilgrims|000004141|Regiment Abilities|2|FAVOURED OF KHORNE|<b>Effect:</b> Roll a dice. On a 2+, you receive 1 <b>blood tithe point</b>.|These blood-marked warriors are the victors of many battles and court the favour of their patron.|Special|false|Once Per Turn, Start of Your Turn||Start of Turn|||
